Name;Alt;Day;Month
EVMORFIA;Emmy;6;8
MORFOULA;Morfoula;6;8
SOTIRIS;Sotiria,Sotiris;6;8
ASTERIOS;Asterios,Asteris;7;8
ASTERO;Astero;7;8
ASTRINI;Astrini,Astrinos,Asterini,Asterinos;7;8
NIKANOR;Nikanor,Nikanoras;7;8
MYRON;Myron,Miron;8;8
TRIANTAFILIA;Triantafyllia,Rosa,Roza,Rose,Filia,Fili,Filio;8;8
TRIANTAFILOS;Triantafyllos;8;8
no widely known nameday;null;9;8
IRO;Iro,Hero;10;8
IRON;Iron,Heron;10;8
IPPOLYTOS;Ippolytos;10;8
LAVRENTIOS;Laurentios,Laurens,Laurence;10;8
LAURA;Laura,Lora,Laurentia,Laurentina,Lauraine,Lawraine,Lauren;10;8
EFPLOUS;Efplous;11;8
PHOTIS;Fotis,Fotios;12;8
no widely known nameday;null;13;8
no widely known nameday;null;14;8
GESTHIMANI;Gesthimani,Iesthimani,Gethsimani;15;8
DESPOINA;Despoina,Deppy,Pipina,Despo,Pepi,Zepo;15;8
ELONA;Elona;15;8
HELIOSTALAKTI;Heliostalakti;15;8
THEOTOKIS;Theotokia,Theotokea;15;8
KATHOLIKI;Katholiki,Catholic;15;8
KRISTALO;Kristalo,Kristalia,Crystal,Krysta,Krista;15;8
MARIETA;Marietta,Margeta,Margetina;15;8
MARY;Maria,Mary,Maro,Marios,Mario,Mariori,Marika,Maroula,Maritsa,Margiori,Marigoula,Manio,Marietta,Marousa,Marsia,Marcy;15;8
MARINIKI;Mariniki;15;8
MIREILLE;Mireille,Mirella,Myrella;15;8
PANAGIOTIS;Panayotis,Panagiotis,Panos,Panousos,Panagis,Panagos,Giotis,Yiotis,Panikos,Takis,Panagiota,Panayota,Yiota,Giota,Panagioula,Panagoula,Pani,Tota,Toula,Pegie,Pegy;15;8
PRESVEIA;Presvia;15;8
SYMELA;Simela,Symela,Soymela,Soumela;15;8
ALKIVIADIS;Alkis;16;8
APOSTOLOS;Apostolis,Apostolos,Tolis,Lea,Lia,Apostolina,Polina;16;8
GERASIMOS;Gerasimos,Yerasimos;16;8
DIOMIDIS;Diomedes,Diomidis;16;8
SARANTIS;Sarantis,Sarantos;16;8
SERAPHIM;Serafeim,Serafim;16;8
STAMATIS;Stamatis,Stamos;16;8
STAMATIA;Stamatia,Matoula,Mato,Stamela,Stamatina,Stamata,Matina,Mata;16;8
LEFKOTHEA;Lefkothea;17;8
MIRON;Myron,Myra,Mirka;17;8
STRATON;Straton,Stratos;17;8
ARSENIOS;Arsenios,Arsenis,Arsina;18;8
LAVROS;Lavros;18;8
FLOROS;Floros,Flora;18;8
no widely known nameday;null;19;8
ILIODOROS;Iliodoros,Iliodora,Heliodora,Eldora,Eleadora,Eleodora,Elda;20;8
THEOHARIS;Theoharis,Theoharoula,Haroula;20;8
SAMUEL;Samouel,Samuel,Sam;20;8
no widely known nameday;null;21;8
AGATHONIKOS;Agathonikos;22;8
THEOPREPIOS;Theoprepios;22;8
EIRINAIOS;Eirinaios,Irenaeus;23;8
MALAMATI;Malamati,Mala,Malamatenia,Matina;23;8
POTHEINOS;Potheinos,Pothinus;23;8
AITOLIA;Etolia;24;8
EFTIHIS;Eftychios,Eftyhia,Eftyhis;24;8
BARTHOLOMEOS;Bartholomeus;25;8
TITOS;Titos;25;8
ADRIANI;Adriane,Adriani ;26;8
ADRIANOS;Adrianos,Adrian;26;8
NATALIA;Nathalia,Natalia;26;8
ARCADIA;Arcadia,Arkadia;27;8
ARCADIOS;Arcadios,Arkadios;27;8
LIBERIOS;Liberios,Liveris,Lyveris,Liverios,Liberis,Liberius;27;8
OSIOS;Osios,Osia;27;8
FANOURIOS;Phanourios;27;8
DAMON;Damon,Damonas;28;8
ARKADIOS;Arkadios;29;8
ALEXANDER;Alexis,Alex,Alexander,Alexandros,Alekos;30;8
EVLALIOS;Evlalios,Evlalia,Eulalios;30;8
FILAKAS;Filakas,Fylakas;30;8
no widely known nameday;null;31;8
ADAMANTIOS;Adamantios,Adamantia,Amanda;1;9
ATHINA;Athena,Athina;1;9
AKRIVI;Akrivee;1;9
ANTIGONI;Antigone,Antigoni;1;9
ASPASIA;Aspasia;1;9
AFRODITE;Afrodite,Fregia;1;9
DIAMANTO;Diamando,Adamandia,Ada;1;9
DIONI;Dioni;1;9
DODONI;Dodone;1;9
ELPINIKI;Helpiniki;1;9
ERASMIA;Erasmea;1;9
ERATO;Erato;1;9
EFTERPI;Evterpi;1;9
THALIA;Thalia;1;9
THEANO;Theano;1;9
THEONIMPHI;Theonymphi;1;9
JOSHUA;Joshua,Jesus of Navi;1;9
ISMENE;Jasmin,Yasmin,Jasmeen,Yasmeen,Ismini;1;9
KALLIROI;Kaliroi;1;9
KALLISTI;Kalisti;1;9
KALLISTO;Kallisto;1;9
CLEO;Clio;1;9
KLEONIKI;Kleonikos;1;9
CLEOPATRA;Cleopatra,Kleopatra,Patra,Patroula,Cleo;1;9
CORALIA;Koralia,Koralou;1;9
MANDO;Mando,Mandi,Manto;1;9
MARGARET;Margarita;1;9
MARIANTHI;Marianthe;1;9
MELETIOS;Meletios,Meletis;1;9
MELPOMENI;Melpmene;1;9
MOSHO;Moshoula;1;9
OURANIA;Ourania,Urania,Rania;1;9
PANDORA;Pandora;1;9
PENELOPE;Pinelopi,Bilio;1;9
POLIMNIA;Polimnia;1;9
POLINIKI;Polynike,Polyniki,Polyna,Polina;1;9
POLYTIMI;Polytimi,Timi;1;9
RALLIS;Rallis,Ralis;1;9
RALLIA;Rallia,Raylee;1;9
SAPFO;Sapho;1;9
SIMEON;Simeon;1;9
TERPSIHORI;Terpsihori;1;9
HAIDO;Haido,Haideftos;1;9
HARIKLIA;Hariklia,Haroula;1;9
MAMAS;Mamas;2;9
ANTHIMOS;Anthimos;3;9
ARISTEA;Aristea,Aristi,Arestia;3;9
ARISTION;Aristion,Aristeas,Arestis;3;9
ARHONTIA;Arhontia;3;9
ARHONTION;Arhontion;3;9
POLYDOROS;Polidoros;3;9
PHEVOS;Pheevos,Foibos,Foivos,Foivi,Phoebe;3;9
HERMIONI;Ermione,Ermioni;4;9
MOSES;Moisis,Moses;4;9
ROSALIA;Rosalia;4;9
OKEANIS;Okeanis,Oceanis;4;9
OKEANOS;Okeanos,Oceanos;4;9
ZAHARIAS;Zachariah,Zechariah,Zacaria,Zacarias,Zacary,Zacharia,Zacharias,Zacharie,Zachary,Zachery,Zackerias,Zack,Zakarias,Zeke,Zaharias,Zacharoula,Zacharenia,Zaki,Zakisaharias,Zaharoula,Zaharenia,Zaki,Zakis;5;9
VIVOS;Vivos,Vivi;6;9
EVDOXIOS;Evdoxios;6;9
CASIANI;Kasiani;7;9
SOZON;Sozonas;7;9
GENETHLIOS;Genethlios;8;9
DESPOINA;Despoina,Deppy,Pipina,Despo,Pepi,Zepo;8;9
NERATZIA;Neratzia;8;9
SKIADENI;Skiadeni;8;9
Nativity of the Blessed Virgin Mary;;8;9
TSAMPIKA;Tsampika,Tsabika,Mika,Tsambikos;8;9
JOAHIM;Ioakeim;9;9
KIARAN;Kiaran,Kieran,Kyran,Ceran,Queran,Ciaran,Kiara;9;9
ERASTI;Erasti;10;9
ERASTOS;Erastos;10;9
KLIMENTINI;Klimentini,Clementine;10;9
KLIMIS;Klimis,Clement;10;9
MINODORA;Minodora;10;9
MITRODORA;Mitrodora;10;9
NYMFODORA;Nymfodora;10;9
POULCHERIA;Poulcheria;10;9
VIOLETA;Violeta,Violet;11;9
EVANTHIS;Evanthis;11;9
EVANTHIA;Evanthia,Evathia,Eve;11;9
EFROSYNOS;Efrosynos;11;9
THEODORA;Thodora,Theodora;11;9
THEODORA;Thodora,Theodora;11;9
no widely known nameday;null;12;9
ARISTIDIS;Aristides,Aristeides,Aristeidis;13;9
CORNELIUS;Kornelios,Kornilios,Kornelia;13;9
THEOKLIS;Theoklis;14;9
STAVROS;Stavros,Stavroula,Steven;14;9
VISARION;Visarion;15;9
NIKITAS;Nikitas,Nikita;15;9
EFIMIA;Efemia,Efimia;16;9
LOUNTMILLA;Lountmilla,Loudmila;16;9
MELINA;Melina,Melitini,Melitina;16;9
AGATHOKLIS;Agathoklia,Agathoklea;17;9
AGAPI;Agape,Agapi,Agapios;17;9
ELPIDA;Helpida;17;9
OLIVIANOS;Olivianos,Olvianos,Olivia;17;9
PANTOLEON;Pantoleon;17;9
PILEAS;Pilefs;17;9
PISTI;Pisti;17;9
SONIA;Sonia,Sonja;17;9
SOPHIA;Sofia,Sonia,Fifi,Sofianos,Sofoula,Sofoulis,Sofouli,Fouli;17;9
ARIADNI;Ariadne,Ariadni,Ariana;18;9
EVMENIS;Evmenis;18;9
KASTOR;Kastor;18;9
ROMYLOS;Romylos,Romili,Romilaia;18;9
SAVATIOS;Savatios;19;9
EFSTATHIOS;Evstathios,Stathis;20;9
THEOPISTI;Theopisti;20;9
JONAS;Jonas,Ionas,Ion;21;9
ZOGRAFIA;Zografia;22;9
LOIZOS;Loizos,Luis,Louis;22;9
LOUISE;Louise,Louiza,Louisa,Lovisa;22;9
PHOKAS;Fokas;22;9
IRIS;Iris,Irida,Irais,Iraida,Rhais;23;9
XANTHIPPI;Xanthippe,Xanthippi;23;9
XANTHIPOS;Xanthipos,Xanthippos;23;9
POLIXENI;Polyxena,Polyxene,Polyxeni,Xene,Xeni;23;9
RAIS;Rais;23;9
THEKLA;Thekla;24;9
KOPROS;Kopros,Kopris;24;9
MIRSINI;Mirsini,Mersa,Mirso,Amerisouda,Amersouda,Amerssa,Amersa;24;9
MIRTO;Mirto;24;9
PERSEFONI;Persephoni;24;9
PERSIS;Persis,Persi;24;9
EFROSINI;Efrosyne,Efrosini,Froso;25;9
no widely known nameday;null;26;9
AKYLINI;Akylini,Akilina;27;9
EPICHARIS;Epicharis,Epiharis,Epikharia;27;9
ZINON;Zenon,Zinon;27;9
KALLISTRATOS;Kallistratos;27;9
HARITON;Hariton;28;9
KYRIAKOS;Kyriakos,Kiriakos;29;9
STRATONIKOS;Stratonikos,Stratos,Stratis;30;9
ANANIAS;Ananias,Hananiah,Nino;1;10
THIRESIA;Theresea;1;10
ROMANOS;Romanos,Romana,Romani;1;10
IOUSTA;Iousta,Jousta;2;10
JUSTINE;Justine,Ioustini;2;10
CYPRIANOS;Kiprianos;2;10
DIONISIS;Dionysius,Dionysis,Dionisos,Dionysios,Dionysos,Nionios,Denis,Dennis,Denise,Sissy;3;10
VERINA;Verina,Vera;4;10
IEROTHEOS;Ierotheos;4;10
KALLISTHENIS;Kallisthenis;4;10
HARITINI;Haritine,Haritini,Tina,Hara;5;10
EROTIIS;Erotiis;6;10
THOMAS;Thomas,Tom;6;10
BAKHOS;Bakhos;7;10
POLYCHRONIS;Polychronios;7;10
SERGIOS;Sergios,Sergio;7;10
PELAGIA;Pelagia;8;10
LOT;Lot;9;10
AMARYLLIS;Amaryllis,Amarylliz;10;10
EVLAMPIA;Evlambia;10;10
EVLAMPIOS;Evlambios;10;10
no widely known nameday;null;11;10
ANDROMAHI;Andromahi;12;10
ANDROMAHOS;Andromahos;12;10
VALANTIOS;Valantios;12;10
AGATHONIKI;Agathoniki;13;10
KARPOS;Karpos;13;10
FLORENTIA;Florentia,Florence,Dia;13;10
FLORENTIOS;Florentios;13;10
CHRYSI;Chrysi;13;10
GERVASIOS;Gervasios;14;10
IGNATIOS;Ignatios;14;10
NAZARIOS;Nazarios;14;10
LOUKIANOS;Loukianos;15;10
no widely known nameday;null;16;10
ANTIGONOS;Antigonos,Antigonus;17;10
EFPREPIOS;Efprepeos;17;10
LUKE;Loukas,Loska,Loskas,Lucas,Luke;18;10
MARINOS;Marinos;18;10
CLEOPATRA;Cleopatra,Kleopatra,Patra,Patroula,Cleo;19;10
FELIX;Felix;19;10
ARTEMIOS;Artemios,Artemis;20;10
ARTEMIS;Artemis;20;10
GERASIMOS;Gerasimos,Yerasimos;20;10
HENOE;Henoe,Enoe;20;10
KERASIA;Kerasia;20;10
MATRONA;Matrona of Chios - Chiopolitissa;20;10
DIANA;Diana;20;10
EFKRATIS;Efkratis;21;10
ORSALIA;Orsalia,Orsalina,Orsaline,Orsel,Orselina,Orseline,Orsola,Orssa;21;10
URSULA;Ursula,Ursa;21;10
SOCRATES;Sokrates,Sokratis,Socrates;21;10
CHRISTODOULOS;Christodoulos;21;10
AVERKIOS;Averkios;22;10
JACOB;Iakovos,Giacomo,Mino,Jacob,Jacques,Jaquet,Jacqueline,Jacquiline,James,Jemmy,Janie,Jakob,Jackel,Jockel,Jacky;23;10
SEVASTIANI;Sebastiani,Sebastian,Sevasti,Sevi;24;10
CHRYSANTHI;Crysanthi,Hrisanthi,Hrysanthi;25;10
HRYSAPHIS;Chrysaphis,Chrisaphis;25;10
GLYKON;Glykon,Glykos;26;10
DIMITRA;Dimitra,Dimitria,Dimi;26;10
DIMITRIOS;Demetris,Dimitris,Dimitrios,Jim,James,Mitros;26;10
LEPTINIS;Leptinis;26;10
LOUPPOS;Louppos;27;10
NESTOR;Nestor,Nestoras;27;10
VILI;Vili,Villi,Vilia;28;10
Ohi Day;'Ochi' Day,Anniversary of the 'No' - National Greek Holiday;28;10
EVNIKI;Efnikee;28;10
EVNIKI;Efnikee;28;10
ABRAMIOS;Avramios,Abrahamios,Avramia;29;10
ANASTASIA;Anastasia;29;10
MELINA;Melina,Melitini,Melitina;29;10
APOLLONIA;Apollonia;30;10
ASTERIOS;Asterios,Asteris;30;10
ASTERO;Astero;30;10
ZINOVIA;Zenovia,Zenovios,Zinovia,Zinovios,Zelina;30;10
ZINOVIOS;Zinovios;30;10
KLEOPAS;Kleopas,Cleopas;30;10
KRONOS;Kronos,Cronos;30;10
MARKIANOS;Markianos;30;10
TERTIOS;Tertios;30;10
ABLIA;Amblia,Amblios;31;10
APELLIS;Apelis;31;10
ARISTOVOULOS;Aristovoulos;31;10
NARKISOS;Narkisos;31;10
STRATONIKI;Stratoniki;31;10
ANARGYROS;Anargyros,Anargyri;1;11
DAVID;David;1;11
DAMIANOS;Damianos,Damian;1;11
DIONYSOS;Dionysos;1;11
COSMAS;Kosmas;1;11
AKINDINOS;Akindinos,Acindinos,Acindinous,Akindinous,Acindinus,Akindinus;2;11
ANEMPODISTOS;Anempodistos,Anebodistos,Anempodistus;2;11
AFTHONIOS;Afthonios,Aphthonios,Aphthonius;2;11
ELPIDIFOROS;Elpidiforos,Elpidoforos,Elpidiphorus,Elpidifora,Elpidofora,Elpidiphora;2;11
PIGASOS;Pigasos,Pegasius,Pigasios,Pegasia,Pigasia;2;11
no widely known nameday;null;3;11
ERMAIOS;Ermaios;4;11
IOANIKIOS;Ioannikios;4;11
GALAKTION;Galaktion,Galatia;5;11
EPISTIMI;Epistimi;5;11
LINOS;Linos;5;11
SILVANOS;Silvanos,Silvana;5;11
LEONARDO;Leonardo;6;11
ATHINODOROS;Athinodoros,Doris;7;11
ERNEST;Ernest,Ernst,Earnest,Ernesto,Ernestus,Ernie,Erno,Ernestas,Ernests,Ernesti,Erno,Ernesta,Ernestine;7;11
THEAGENIS;Theagenis;7;11
THEMELIOS;Themelios,Themeli,Themelina;7;11
ANGELOS;Angela,Angelos,Angeletos,Angelina,Angeliki,Koula,Gelly;8;11
GABRIELA;Gavriela,Arabella,Aravella,Aravela;8;11
GABRIEL;Gavriel;8;11
EFSTRATIA;Efstratia,Evstratia;8;11
MATINA;Matina;8;11
METAXIA;Metaxia,Taxoula,Metaxenia;8;11
MICHELLE;Michelle,Michaela,Mikela,Michalia,Mihalia,Michailia,Mihailia;8;11
MICHAEL;Mixalis,Michail,Michali,Michael;8;11
RAPHAEL;Rafael;8;11
STAMATIS;Stamatis,Stamos;8;11
STAMATIA;Stamatia,Matoula,Mato,Stamela,Stamatina,Stamata,Matina,Mata;8;11
STRATIGOS;Stratigos,Stratigoula;8;11
TAXIARHIS;Taxiarchis;8;11
ELLADIOS;Helladios;9;11
THEOKTISTI;Theoktisti;9;11
MAVRA;Mavra;9;11
NEKTARIOS;Nektarios;9;11
ARSENIOS;Arsenios,Arsenis,Arsina;10;11
ARSINOE;Arsinoi;10;11
IRODION;Rodion,Herodion,Herodias,Herodiada;10;11
MILON;Milon;10;11
ORESTIS;Orestis;10;11
RODIOS;Rodion,Rodios,Rodis,Rodos,Rodia,Rodoula,Rodita,Roza,Rozalia,Rozita,Rozina,Rozana;10;11
SOSIPATROS;Sosipatros,Sopatros,Patra;10;11
ORION;Orion;10;11
VINCENT;Vikentios,Bikentios;11;11
VICTOR;Viktoras;11;11
DRAKON;Drako;11;11
MINAS;Minas,Minais;11;11
MINOS;Minos,Mina;11;11
no widely known nameday;null;12;11
DAMASKINOS;Damaskinos,Damaskini;13;11
HRYSOSTOMOS;Chrysostomos;13;11
GREGORY;Grigoris,Grigorios,Gregory,Gregorios,Gregoris,Golis,Gregor;14;11
PHILIPIA;Philippia,Philippa,Filio,Phylis;14;11
PHILIP;Filippos,Philippos,Philip;14;11
no widely known nameday;null;15;11
IFIGENIA;Ifigenia;16;11
MATHAIOS;Mathaios,Matthaios,Matthias;16;11
GENADIOS;Genadios;17;11
HILDA;Hilda;17;11
PLATO;Platonas,Platon;18;11
no widely known nameday;null;19;11
DENAHIS;Denahis;20;11
VIRGINIA;Virginia;21;11
DESPOINA;Despoina,Deppy,Pipina,Despo,Pepi,Zepo;21;11
LEMONIA;Lemonia;21;11
MARY;Maria,Mary,Maro,Marios,Mario,Mariori,Marika,Maroula,Maritsa,Margiori,Marigoula,Marietta,Marousa,Marsia,Marcy;21;11
SOULTANA;Soultana,Souzi;21;11
VALERIOS;Valerios,Valerianos;22;11
CECILIA;Cecilia,Kikilia,Kekilia,Cecil;22;11
PHILIMON;Filemon,Filimon,Filimonas;22;11
AMFILOHIOS;Amfilohios,Amfilohia;23;11
ELENOS;Helenos;23;11
no widely known nameday;null;24;11
CATHRINE;Aikaterine,Aikaterini,Katerina,Kaiti,Karen,Caren,Carin,Caron,Caronn,Carren,Carrin,Carron,Carryn,Caryn,Carynn,Carynne,Karan,Kari,Karin,Karna,Karon,Karren,Karrin,Karryn,Karyn,Kerran,Kerrin,Kerron,Kerrynn,Keryn,Kerynne;25;11
MERCURIOS;Merkourios;25;11
KYPARISIA;Kiparisia,Paresia,Sissy;26;11
NIKON;Nikon;26;11
STERGIOS;Stergios;26;11
STILIANOS;Stelios,Stylianos,Stella,Stelia;26;11
no widely known nameday;null;27;11
IRINARHOS;Eirenarhos,Irenarhos,Irinarhos;28;11
FEDRA;Phaedra;29;11
FEDROS;Phaedros;29;11
FILOUMENI;Philoumenee,Filomeni;29;11
FILOUMENOS;Philoumenos,Filomenos;29;11
ANDREW;Andreas,Andrea,Andrew;30;11
ARETI;Areti,Aretousa;1;12
THEOKLITOS;Theoklitos;1;12
JACOB;Jacob;1;12
NAOUM;Naoum,Naoumis,Naouma,Naomi;1;12
PHILARETOS;Filaretos,Philareti,Filareti;1;12
MEROPI;Meropee,Myropee;2;12
SOLOMON;Solomon,Solomontas;2;12
GLYKERIOS;Glykerios;3;12
BARBARA;Barbara,Varvara;4;12
DAMASKINOS;Damaskinos,Damaskini,Damascus,Damascene;4;12
SERAPHIM;Serafeim,Serafim;4;12
DIOGENES;Diogenes,Diogenis;5;12
SAVVAS;Savvas,Savas;5;12
NIKOS;Nikolaos,Nikoleta,Nikos,Nicholas,Nicolas,Nick,Niks;6;12
NIKOLETA;Nikoletta;6;12
NIKOLINA;Nikolina;6;12
AMVROSIOS;Amvrosios,Ambrosius;7;12
PATAPIOS;Patapios;8;12
ANAIS;Anais;9;12
ANN;Anna,Annita,Anneta,Aneza;9;12
no widely known nameday;null;10;12
no widely known nameday;null;11;12
SPIRIDON;Spiros,Spyridon,Spyros,Spyridoula;12;12
AARON;Aaron;13;12
ABRAHAM;Abraham;13;12
ADAM;Adam;13;12
ARIS;Aris;13;12
DAVID;David;13;12
DANAE;Danae,Danai,Dan;13;12
DEBORA;Debora,Deborah,Devora,Debbie,Debra,Debi,Debby;13;12
ESTHIR;Estir,Ester;13;12
EVE;Eva,Eve;13;12
EFSTRATIOS;Evstratios,Stratos;13;12
IOUBENALIOS;Ioubenalios,Jouvenalious;13;12
ISAAC;Isaac;13;12
IOV;Iov,Job,Iovia,Iobia,Jobia,Jovia,Iovi,Iobi;13;12
SUNDAY;Sunday of the Ancestors of Jesus Christ;13;12
LUCY;Loukia;13;12
MELHISEDEH;Melhisedeh,Melchizedek;13;12
NOAH;Noah,Noe;13;12
RACHEL;Rachel,Raheel;13;12
REBBECA;Becca,Becka,Beckah,Becke,Beckee,Becker,Beckey,Becki,Beckie,Becky,Beki,Bekka,Bekki,Bekkie,Reba,Rebakah,Rebba,Rebbeca,Rebbecca,Rebbecka,Rebbie,Rebeca,Rebeccah,Rebeccea,Rebeccka,Rebecha,Rebecka,Rebeckah,Rebeckia;13;12
RUBEN;Roubini,Rueben,Ruby,Roubina;13;12
SARAH;Sarah;13;12
ARRIANOS;Arianos,Arrianos,Ariani,Arrianus;14;12
LEFKI;Lefkios,Lefki;14;12
ANTHEA;Anthe,Anthoula,Anthi,Anthea;15;12
ELEFTHERIOS;Elevtherios,Lefteris,Elefterios,Eleftheria,Ria;15;12
SYLVIA;Silvia;15;12
SOSSANA;Sosana;15;12
THEOFANO;Theofano;16;12
MODESTOS;Modestos;16;12
DANIEL;Daniel,Danielle;17;12
DIONISIS;Dionysius,Dionysis,Dionisos,Dionysios,Dionysos,Nionios,Denis,Dennis,Denise,Sissy;17;12
IAKHOS;Iakhos;17;12
SEBASTIANOS;Sevastianos,Sebastian;18;12
FLOROS;Floros,Flora;18;12
AGLAIA;Aglaia;19;12
ARIS;Aris;19;12
IGNATIOS;Ignatios;20;12
THEMISTOKLIS;Themistokles,Themistoklis,Themistokleus;21;12
JULIA;Juliana,Iouliani,Ioulia,Julia,Jule,Julie,Jouliani;21;12
ANASTASIA;Anastasia;22;12
ZOILOS;Zoilos;22;12
NATASA;Natasa,Tesa,Tasa,Tatia,Sia,Tasia,Tasoula;22;12
NIFON;Nifon,Nefon;23;12
AHMET;Ahmet,Ahmad;24;12
EVGENIA;Efgenia,Evyenia,Eugenia;24;12
BETHLEHEM;Bethlehem;25;12
GASPAR;Gaspar;25;12
EMMANOUELA;Emmanouela;25;12
EMMANUEL;Emmanouil,Manolis,Manuella,Emma;25;12
MELHIOR;Melhior;25;12
BALTASAR;Baltaser,Baltazar;25;12
CHRISTOS;Christos,Christis;25;12
CHRISTINA;Christina,Christy,Chris,Christyne,Christoli;25;12
HRYSA;Chrysa,Hrisa;25;12
HRISAVGI;Chrysavgi,Chrisavgi;25;12
HRISOULA;Chrisoula,Chrysoula,Celia;25;12
CHRYSTALLA;Chrystalla,Hrystalla,Chrystalia;25;12
EMMANOUELA;Emmanouela;26;12
EMMANUEL;Emmanouil,Manolis,Manuella,Emma;26;12
JOSEF;Iosif,Sifis;26;12
CONSTANTIOS;Costantios,Kostantios,Costantina,Kostantina,Dia;26;12
PANAGIOTIS;Panayotis,Panagiotis,Panos,Panousos,Panagis,Panagos,Giotis,Yiotis,Panikos,Takis,Panagiota,Panayota,Yiota,Giota,Panagioula,Panagoula,Pani,Tota,Toula,Pegie,Pegy;26;12
MAVRIKIOS;Mavrikios,Maurice;27;12
STEPHANOS;Stefanos,Stephania,Steven,Stefania,Stephen,Stevan,Stevenson,Stevon,Stevyn,Steve,Stefan,Stephan,Steffen,Stefon;27;12
DOMNA;Domna;28;12
THEOFILI;Theofili,Theofilitsa,Filio;28;12
MYGDONIOS;Mygdonios;28;12
BENJAMIN;Benjamin,Beniamin,Veniamin;29;12
The infants that were slaughtered by Herod;null;29;12
ANISIOS;Anisios;30;12
GIDEON;Gideon,Gideone,Gidi,Gidon,Hedeon;30;12
JOSEF;Iosif,Sifis;30;12
FILETAIROS;Filetairos;30;12
MELANY;Melania,Melany,Melanie;31;12
