Name;Alt;Day;Month
ΙΛΙΑΝΑ;Ιλιάνα,Ιλιάς,Ιλιανα,Ιλιας;9;3
ΛΥΣΙΜΑΧΟΣ;Λυσίμαχος,Λυσιμάχη,Λυσιμαχος,Λυσιμαχη;9;3
ΞΑΝΘΟΣ;Ξάνθος,Ξάνθιος,Ξανθιάς,Ξανθούλιος,Ξανθούλης,Ξανθή,Ξανθούλα,Ξανθος,Ξανθιος,Ξανθιας,Ξανθουλιος,Ξανθουλης,Ξανθη,Ξανθουλα;9;3
ΣΑΡΑΝΤΟΣ;Σαράντης,Σαράντος,Σαραντούλα,Σαραντης,Σαραντος,Σαραντουλα;9;3
ΣΕΒΗΡΙΑΝΟΣ;Σεβηριανός,Σεβηριανή,Σεβηριανος,Σεβηριανη;9;3
ΣΜΑΡΑΓΔΑ;Σμαραγδένια,Σμαραγδία,Σμαραγδή,Σμαράγδα,Σμαράγδω,Σμαρούλα,Σμαρώ,Σμαραγδούλα,Σμάρα,Σμαραγδενια,Σμαραγδια,Σμαραγδη,Σμαραγδα,Σμαραγδω,Σμαρουλα,Σμαρω,Σμαραγδουλα,Σμαρα;9;3
ΣΜΑΡΑΓΔΟΣ;Σμάραγδος,Σμαράγδης,Σμαραγδένιος,Σμάρης,Σμαραγδος,Σμαραγδης,Σμαραγδενιος,Σμαρης;9;3
ΦΙΛΟΚΤΗΜΩΝ;Φιλοκτήμων,Φιλοκτήμονας,Φιλοκτημων,Φιλοκτημονας;9;3
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;10;3
ΘΑΛΗΣ;Θαλλός,Θαλλής,Θαλής,Θάλλεια,Θάλεια,Θάλλω,Θαλλος,Θαλλης,Θαλης,Θαλλεια,Θαλεια,Θαλλω;11;3
ΘΕΟΔΩΡΑ;Θεοδώρα,Δώρα,Ντόρα,Θοδώρα,Δωρούλα,Θεοδωρα,Δωρα,Ντορα,Θοδωρα,Δωρουλα;11;3
ΣΑΒΙΝΑ;Σαβίνα,Ζαμπίνα,Ζαμπία,Σαβινα,Ζαμπινα,Ζαμπια;11;3
ΣΩΦΡΟΝΙΟΣ;Σωφρόνιος,Σωφρόνης,Σωφρονία,Σωφρόνη,Σωφρονιος,Σωφρονης,Σωφρονια,Σωφρονη;11;3
ΘΕΟΦΑΝΗΣ;Θεοφάνης,Φάνης,Θεοφανία,Θεοφανης,Φανης,Θεοφανια;12;3
ΦΑΝΗ;Φανή,Φένια,Φάνια,Φανούλα,Φανη,Φενια,Φανια,Φανουλα;12;3
ΛΕΑΝΔΡΟΣ;Λέανδρος,Λεανδρος;13;3
ΜΑΡΙΟΣ;Μάριος,Μαριος;13;3
ΒΕΝΕΔΙΚΤΟΣ;Βενέδικτος,Βενεδίκτη,Βενεδικτίνη,Βενεδικτίνα,Βενεδικτος,Βενεδικτη,Βενεδικτινη,Βενεδικτινα;14;3
ΕΥΦΡΑΣΙΟΣ;Ευφράσιος,Ευφράσης,Ευφράσας,Φράσας,Φράσιος,Φράσης,Ευφρασιος,Ευφρασης,Ευφρασας,Φρασας,Φρασιος,Φρασης;14;3
ΜΑΤΘΙΛΝΤΗ;Ματθίλντη(Καθολ),Ματίλντα,Ματθίλδη,Μαθίλδη,Θίλδη,Θίλδα,Τίτα,Ματθιλντη,Ματιλντα,Ματθιλδη,Μαθιλδη,Θιλδη,Θιλδα,Τιτα;14;3
ΑΓΑΠΙΟΣ;Αγάπιος,Αγαπιος;15;3
ΓΡΗΓΟΡΗΣ;Γρηγόρης,Γρηγορία,Γρηγόριος,Γόλης,Γρηγορης,Γρηγορια,Γρηγοριος,Γολης;15;3
ΙΟΥΛΙΑΝΟΣ;Ιουλιανός,Γιουλιανός,Γιολανός,Ιουλιανος,Γιουλιανος,Γιολανος;16;3
ΧΡΙΣΤΟΔΟΥΛΟΣ;Χριστόδουλος,Χριστοδουλος;16;3
ΑΛΕΞΙΟΣ;Αλέξιος,Αλεξία,Αλέξης,Αλέκος,Αλέξα,Αλεξιος,Αλεξια,Αλεξης,Αλεκος,Αλεξα;17;3
ΓΕΡΤΡΟΥΔΗ;Γερτρούδη,Γερτρουδη;17;3
ΕΔΟΥΑΡΔΟΣ;Εδουάρδος,Εντυ,Εντουαρντ,Εδουαρδος;18;3
ΔΑΡΕΙΑ;Δαρεία,Δάρα,Δάρω,Δαρεια,Δαρα,Δαρω;19;3
ΧΡΥΣΑΝΘΗ;Χρυσάνθη,Χρυσανθίς,Χρυσανθη,Χρυσανθις;19;3
ΧΡΥΣΑΝΘΟΣ;Χρύσανθος,Χρυσανθος;19;3
ΚΛΩΝΤΙΑ;Κλώντια,Κλόντια,Κλό,Κλαύδια,Κλωντια,Κλοντια,Κλο,Κλαυδια;20;3
ΡΟΔΗ;Ροδή,Ροδία,Ροδη,Ροδια;20;3
ΡΟΔΙΑΝΟΣ;Ροδιανός,Ροδινός,Ροδίνης,Ρόδης,Ροδιανή,Ροδιάνα,Ροδιανος,Ροδινος,Ροδινης,Ροδης,Ροδιανη,Ροδιανα;20;3
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;21;3
ΔΡΟΣΟΣ;Δρόσος,Δροσος;22;3
ΔΡΟΣΟΥΛΑ;Δροσίς,Δροσίδα,Δροσούλα,Δροσία,Δρόσω,Δροσοσταλία,Δροσοσταλίδα,Δροσις,Δροσιδα,Δροσουλα,Δροσια,Δροσω,Δροσοσταλια,Δροσοσταλιδα;22;3
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;23;3
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;24;3
ΕΘΝΕΓΕΡΣΙΑ;Εθνεγερσία,Εθνεγερσια;25;3
ΕΥΑΓΓΕΛΟΣ;Ευάγγελος,Ευαγγελία,Βαγγέλης,Βαγγέλας,Βάγγος,Αγγελής,Βαγγελιώ,Βαγγελίτσα,Βαγγελή,Βαγγελίνα,Βάγγια,Λίτσα,Εύα,Κέλλυ,Λιλή,Λιλίκα;25;3
ΠΟΥΛΙΟΣ;Πούλιος,Πουλιος;26;3
ΣΥΛΑΣ;Συλάς,Σύλος,Σύλα,Σύλια,Σύλη,Συλας,Συλος,Συλα,Συλια,Συλη;26;3
ΛΗΔΑ;Λήδα,Λύδα,Ληδα,Λυδα;27;3
ΛΥΔΙΑ;Λυδία,Λυδια;27;3
ΜΑΚΕΔΩΝ;Μακεδόνιος,Μακεδόνας,Μακεδόνης,Μακεδονία,Μακεδονούλα,Μακεδονίτσα,Μακεδών,Μακεδονιος,Μακεδονας,Μακεδονης,Μακεδονια,Μακεδονουλα,Μακεδονιτσα,Μακεδων;27;3
ΜΑΤΡΩΝΑ;Ματρώνα,Ματρόνα,Ματρωνα,Ματρονα;27;3
ΦΙΛΗΤΟΣ;Φίλητος,Φιλήτα,Φιλήτη,Φιλητος,Φιλητα,Φιλητη;27;3
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;28;3
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;29;3
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;30;3
ΥΠΑΤΗΣ;Υπάτιος,Υπατος,Υπάτης,Υπατιος,Υπατης;31;3
Πρωταπριλιά;;1;4
ΤΙΤΟΣ;Τίτος,Τίτης,Τίτα,Τίτη,Τιτος,Τιτης,Τιτα,Τιτη;2;4
ΙΛΛΥΡΙΟΣ;Ιλλύριος,Ιλλυρία,Λύρος,Λύρα,Ιλλυριος,Ιλλυρια,Λυρος,Λυρα;3;4
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;4;4
ΠΑΝΑΓΙΩΤΗΣ;Παναγιώτης,Πάνος,Πανούσος,Παναγής,Πανάγος,Γιώτης,Πανίκος,Τάκης,Παναγιώτα,Γιώτα,Παναγιούλα,Παναγούλα,Πάνη,Τότα,Τούλα,Πέγκυ;5;4
ΕΥΤΥΧΙΟΣ;Ευτύχιος,Ευτύχης,Ευτυχία,Ευτυχούλα,Ευτυχίτσα,Εφη,Ευτυχιος,Ευτυχης,Ευτυχια,Ευτυχουλα,Ευτυχιτσα,Εφη;6;4
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;7;4
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;8;4
ΕΥΨΥΧΙΟΣ;Ευψύχιος,Εύψυχος,Ευψυχής,Ευψυχία,Ευψυχούλα,Ευψυχίτσα,Ψυχούλα,Ψυχίτσα,Ευψυχιος,Ευψυχος,Ευψυχης,Ευψυχια,Ευψυχουλα,Ευψυχιτσα,Ψυχουλα,Ψυχιτσα;9;4
ΙΩΣΗΦ;Ιωσήφ,Σήφης,Ιωσηφίνα,Ζοζεφίνα,Ιωσηφ,Σηφης,Ιωσηφινα,Ζοζεφινα;9;4
ΑΝΑΞΙΜΕΝΗΣ;Αναξιμένης,Μένης,Αναξιμενης,Μενης;10;4
ΔΗΜΟΚΛΗΣ;Δημοκλής,Δήμος,Δημοκλης,Δημος,Δημόκλεια,Δημοκλεια;10;4
ΔΗΜΟΣΘΕΝΗΣ;Δημοσθένης,Δήμος,Δημοσθενης,Δημος;10;4
ΔΙΟΝΥΣΗΣ;Διονύσιος,Νύσης,Διονύσης,Νιόνιος,Διονυσία,Διονυσούλα,Νύσα,Ντένης,Ντενίζ,Σίσσυ,Διονυσιος,Νυσης,Διονυσης,Νιονιος,Διονυσια,Διονυσουλα,Νυσα,Ντενης,Ντενιζ,Σισσυ;10;4
ΕΠΑΜΕΙΝΩΝΔΑΣ;Επαμεινώνδας,Επαμεινωνδας;10;4
ΕΤΕΟΚΛΗΣ;Ετεοκλής,Ετεοκλης;10;4
ΖΗΝΩΝ;Ζήνων,Ζηνων;10;4
ΗΡΑΚΛΗΣ;Ηρακλής,Ηρακλεία,Ηρακλης,Ηρακλεια;10;4
ΗΦΑΙΣΤΙΩΝ;Ηφαιστίων,Ηφαιστιων;10;4
ΘΕΜΙΣΤΟΚΛΗΣ;Θεμιστοκλής,Θέμης,Θεμιστοκλεία,Θέμις,Θέμιδα,Θεμιστοκλης,Θεμης,Θεμιστοκλεια,Θεμις,Θεμιδα;10;4
ΘΕΟΦΡΑΣΤΟΣ;Θεόφραστος,Θεοφραστος;10;4
ΘΗΣΕΑΣ;Θησέας,Θησεύς,Θησεας,Θησευς;10;4
ΙΣΟΚΡΑΤΗΣ;Ισοκράτης,Ισοκρατης;10;4
ΜΑΞΙΜΟΣ;Μάξιμος,Μάξιμη,Μάξιμα,Μαξιμος,Μαξιμη,Μαξιμα;10;4
ΜΙΛΤΙΑΔΗΣ;Μιλτιάδης,Μίλτος,Μιλτιαδης,Μιλτος;10;4
ΞΕΝΟΦΩΝ;Ξενοφών,Ξενοφώντας,Φώντας,Φόντας,Φόνης,Ξενοφωντία,Ξενοφωντίνα,Ξενοφούλα,Ξενοφώντη,Ξένια,Ξενοφων,Ξενοφωντας,Φωντας,Φοντας,Φονης,Ξενοφωντια,Ξενοφωντινα,Ξενοφουλα,Ξενοφωντη,Ξενια;10;4
ΟΜΗΡΟΣ;Ομηρος;10;4
ΠΑΡΜΕΝΙΩΝ;Παρμενίων,Παρμενιων;10;4
ΠΕΛΟΠΙΔΑΣ;Πελοπίδας,Πελοπιδας;10;4
ΠΕΡΙΚΛΗΣ;Περικλής,Περικλης;10;4
ΠΙΝΔΑΡΟΣ;Πίνδαρος,Πινδαρος;10;4
ΠΟΛΥΒΙΟΣ;Πολύβιος,Πολυβιος;10;4
ΠΡΟΜΗΘΕΑΣ;Προμηθεύς,Προμηθέας,Προμηθευς,Προμηθεας;10;4
ΣΟΦΟΚΛΗΣ;Σοφοκλής,Σοφοκλης;10;4
ΣΩΚΡΑΤΗΣ;Σωκράτης,Σωκρατίνα,Σωκρατία,Σωκρατης,Σωκρατινα,Σωκρατια;10;4
ΤΙΜΟΘΕΟΣ;Τιμόθεος,Τίμος,Τιμάς,Τίμης,Τιμοθέα,Τιμοθέη,Τίμα,Τίμη,Θέος,Θέα,Θέη,Τιμοθεος,Τιμος,Τιμας,Τιμης,Τιμοθεα,Τιμοθεη,Τιμα,Τιμη,Θεος,Θεα,Θεη;10;4
ΦΙΛΟΠΟΙΜΗΝ;Φιλοποίμην,Φίλης,Φιλοποιμην,Φιλης;10;4
ΦΩΚΙΩΝ;Φωκίων,Φώκος,Φωκιων,Φωκος;10;4
ΑΝΤΥΠΑΣ;Αντίπας,Αντύπας,Αντιπας,Αντυπας;11;4
ΛΑΖΑΡΟΣ;Λάζαρος,Λάζος,Λαζαρος,Λαζος;11;4
ΑΚΑΚΙΟΣ;Ακάκιος,Ακακιος;12;4
ΒΑΙΟΣ;Βάϊος,Βάϊα,Βάγια,Βαία,Γιούλη,Βαιος,Βαια,Βαγια,Γιουλη;12;4
ΔΑΦΝΗ;Δάφνη,Δαφνη;12;4
ΔΑΦΝΗΣ;Δάφνης,Δαφνης;12;4
ΠΑΣΧΑΚΑΘΟΛΙΚΩΝ;ΠάσχαΚαθολικών,ΠασχαΚαθολικων;12;4
ΓΕΡΟΝΤΙΟΣ;Γερόντιος,Γερoντιος;13;4
ΜΕΓΑΛΗΔΕΥΤΕΡΑ;ΜεγάληΔευτέρα,ΜεγαληΔευτερα;13;4
ΠΑΓΚΑΛΟΣ;Πάγκαλος,Παγκαλος;13;4
ΑΡΙΣΤΑΡΧΟΣ;Αρίσταρχος,Αρισταρχος;14;4
ΘΩΜΑΙΣ;Θωμαΐς,Θωμαΐδα,Θωμαή,Θωμαϊς,Θωμαϊδα,Θωμαη;14;4
ΜΕΓΑΛΗΤΡΙΤΗ;ΜεγάληΤρίτη,ΜεγαληΤριτη;14;4
ΛΕΩΝΙΔΑΣ;Λεωνίδης,Λεωνίδας,Λεωνιδία,Λεωνιδης,Λεωνιδας,Λεωνιδια;15;4
ΜΕΓΑΛΗΤΕΤΑΡΤΗ;ΜεγάληΤετάρτη,ΜεγαληΤεταρτη;15;4
ΑΛΗΘΕΙΑ;Αλήθεια,Αληθεια;16;4
ΓΑΛΗΝΗ;Γαλήνη,Γαληνη;16;4
ΓΑΛΗΝΟΣ;Γαληνός,Γαληνος;16;4
ΚΑΛΛΙΣ;Καλλίς,Καλλίδα,Καλλία,Κάλλι,Καλίς,Καλίδα,Καλία,Κάλι,Καλλις,Καλλιδα,Καλλια,Κάλλι,Καλις,Καλιδα,Καλια,Καλι;16;4
ΜΕΓΑΛΗΠΕΜΠΤΗ;Παραδοσιακόβάψιμοκόκκινωναυγών)(ΜεγάληΠέμπτη,ΜεγαληΠεμπτη;16;4
ΝΙΚΗ;Νίκη,Νικη;16;4
ΧΙΟΝΙΑ;Χιονία,Χιονούλα,Χιονίτσα,Χιονάτη,Χιονια,Χιονουλα,Χιονιτσα,Χιονατη;16;4
ΜΕΓΑΛΗΠΑΡΑΣΚΕΥΗ;ΠεριφοράΕπιταφίου)(ΜεγάληΠαρασκευή,ΜεγαληΠαρασκευη;17;4
ΜΕΓΑΛΟΣΑΒΒΑΤΟ;ΜεγάλοΣάββατο,ΜεγαλοΣαββατο;18;4
ΑΝΑΣΤΑΣΙΟΣ;Αναστάσιος,Αναστασία,Τάσος,Αναστάσης,Τασία,Σία,Τατία,Τάσα,Τέσα,Τασούλα,Τασσώ,Νατάσσα,Σίσσυ,Αναστασιος,Αναστασια,Τασος,Αναστασης,Τασια,Σια,Τατια,Τασα,Τεσα,Τασουλα,Τασσω,Νατασσα,Σισσυ;19;4
ΑΝΕΣΤΗΣ;Ανέστης,Ανεστης;19;4
ΛΑΜΠΡΟΣ;Λάμπρος,Λαμπρινή,Λαμπρίνα,Λαμπρος,Λαμπρινη,Λαμπρινα;19;4
ΠΑΣΧΑΛΗΣ;Πασχάλης,Πασχαλης;19;4
ΠΑΣΧΑΛΙΝΑ;Πασχαλίνα,Λίνα,Πασχαλινα,Λινα;19;4
ΣΤΑΣΙΝΟΣ;Στασινός,Στασινή,Στασία,Στάσα,Στασίνα,Στασινος,Στασινη,Στασια,Στασα,Στασινα;19;4
ΤΟΑΓΙΟΠΑΣΧΑ;ΑγιοΠάσχα,ΑγιοΠασχα;19;4
ΖΑΚΧΑΙΟΣ;Ζακχαίος,Ζάκχος,Ζάχος,Ζακχαιος,Ζακχος,Ζαχος;20;4
ΑΛΕΞΑΝΔΡΑ;Αλεξάνδρα,Αλεξάντρα,Αλέκα,Αλεξανδρα,Αλεξαντρα,Αλεκα;21;4
ΕΙΡΗΝΗ;Ειρήνη,Ειρήνα,Ρένα,Ρήνα,Ρηνιώ,Ρηνούλα,Ειρήνγκω,Ρένια,Ειρηνη,Ειρηνα,Ρενα,Ρηνα,Ρηνιω,Ρηνουλα,Ειρηνγκω.Ρενια;21;4
ΙΑΝΟΣ;Ιανός,Ιανή,Ιανος,Ιανη;21;4
ΙΑΝΟΥΑΡΙΟΣ;Ιανουάριος,Ιανουαριος;21;4
ΝΙΚΟΛΑΟΣ;Νικόλαος,Νικόλας,Νίκος,Νικολός,Νικολής,Νικολάκης,Νικολούδα,Νικολίτσα,Νικολαος,Νικολας,Νικος,Νικολος,Νικολης,Νικολακης,Νικολουδα,Νικολιτσα;21;4
ΡΑΦΑΗΛ;Ραφαήλ,Ραφαήλος,Ραφαέλος,Ραφαέλα,Ραφαήλα,Ραφαηλία,Ραφαηλ,Ραφαηλος,Ραφαελος,Ραφαελα,Ραφαηλα,Ραφαηλια;21;4
ΦΑΙΣΤΟΣ;Φαίστος,Φαιστή,Φαιστίνα,Φαιστος,Φαιστη,Φαιστινα;21;4
ΘΕΟΧΑΡΗΣ;Θεοχάρης,Θεοχαρούλα,Χαρούλα,Θεοχαρης,Θεοχαρουλα,Χαρουλα;22;4
ΝΑΘΑΝΑΗΛ;Ναθαναήλ,Ναθάνης,Ναθαναήλος,Ναθαναήλης,Ναθαναηλία,Ναθανηλία,Ναθανίτσα,Ναθαναηλ,Ναθανης,Ναθαναηλος,Ναθαναηλης,Ναθαναηλια,Ναθανηλια,Ναθανιτσα;22;4
ΝΕΑΡΧΟΣ;Νέαρχος,Νιάρχος,Νεαρχος,Νιαρχος;22;4
ΓΕΩΡΓΙΑ;Γεωργία,Γιωργία,Γεωργούλα,Γιωργούλα,Γιωργίτσα,Γίτσα,Γωγώ,Ζωρζέττα,Ζέτα,Ζέττα,Τζίνα,Γεωργια,Γιωργια,Γεωργουλα,Γιωργουλα,Γιωργιτσα,Γιτσα,Γωγω,Ζωρζεττα,Ζετα,Ζεττα,Τζινα;23;4
ΓΕΩΡΓΙΟΣ;Γεώργιος,Γεωργής,Γιώργος,Γκόγκος,Γιώργης,Γιωργίτσης,Γιωργάκης,Γεωργιος,Γεωργης,Γιωργος,Γκογκος,Γιωργης,Γιωργιτσης,Γιωργακης;23;4
ΑΧΙΛΛΕΑΣ;Αχιλλέας,Αχιλλεύς,Αχιλλεας,Αχιλλευς;24;4
ΔΟΥΚΑΣ;Δούκας,Δούκισσα,Δουκίτσα,Δουκας,Δουκισσα,Δουκιτσα;24;4
ΕΛΙΣΑΒΕΤ;Ελισάβετ,Ελίζα,Λίζα,Λιζέτα,Ζέτα,Ζέττα,Ελλη,Βέτα,Ελισαβετ,Ελιζα,Λιζα,Λιζετα,Ζετα,Ζεττα,Βετα;24;4
ΖΗΣΗΣ;Ζήσης,Ζησούλα,Ζησης,Ζησουλα;24;4
ΖΗΣΙΜΟΣ;Ζήσιμος,Ζησιμος;24;4
ΖΩΗ;Ζωή,Ζώης,Ζωΐτσα,Ζωούλα,Ζωζώ,Ζωη,Ζωης,Ζωϊτσα,Ζωουλα,Ζωζω;24;4
ΘΑΥΜΑΣΤΟΣ;Θαυμαστός,Θαυμαστή,Θαυμαστος,Θαυμαστη;24;4
ΚΡΗΝΗ;Κρήνη,Κρηνιώ,Κρηνη,Κρηνιω;24;4
ΠΑΝΑΓΙΩΤΗΣ;Παναγιώτης,Πάνος,Πανούσος,Παναγής,Πανάγος,Γιώτης,Πανίκος,Τάκης,Παναγιώτα,Γιώτα,Παναγιούλα,Παναγούλα,Πάνη,Τότα,Τούλα,Πέγκυ;24;4
ΠΗΓΗ;Πηγή,Πηγούλα,Πηγίτσα,Πηγη,Πηγουλα,Πηγιτσα;24;4
ΠΟΛΥΖΩΗΣ;Πολυζώης,Πολυζωης;24;4
ΜΑΡΚΟΣ;Μάρκος,Μαρκής,Μαρκία,Μαρκούλης,Μαρκούλα,Μαρκος,Μαρκης,Μαρκια,Μαρκουλης,Μαρκουλα;25;4
ΝΙΚΗ;Νίκη,Νικη;25;4
ΓΛΑΦΥΡΑ;Γλαφύρα,Γλαφυρή,Γλαφυρούλα,Γλαφυρός,Γλαφυρα,Γλαφυρη,Γλαφυρουλα,Γλαφυρος;26;4
ΘΩΜΑΣ;Θωμάς,Θωμαή,Τόμας,Θωμας,Θωμαη,Τομας;26;4
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;27;4
ΜΑΓΝΟΣ;Μάγνος,Μάγνα,Μαγνής,Μαγνος,Μαγνα,Μαγνης;28;4
ΙΑΣΩΝ;Ιάσων,Ιάσονας,Ιάσωνας,Ιασων,Ιασονας,Ιασωνας;29;4
ΚΕΡΚΥΡΑ;Κέρκυρα,Κερκύρα,Κερκυρα;29;4
ΣΩΣΙΠΑΤΡΟΣ;Σωσίπατρος,Σωπάτρα,Σώπατρος,Σωπατρία,Πάτρα,Πατρούλα,Πατρίτσα,Σωσιπατρος,Σωπατρα,Σωπατρος,Σωπατρια,Πατρα,Πατρουλα,Πατριτσα;29;4
ΑΡΓΥΡΩ;Αργυρή,Αργυρούλα,Ρούλα,Αργυρώ,Αργυρη,Αργυρουλα,Ρουλα,Αργυρω;30;4
ΑΣΗΜΑΚΗΣ;Ασημάκης,Ασημακης;30;4
ΑΣΗΜΙΝΑ;Ασημίνα,Ασημινα;30;4
ΔΟΝΑΤΟΣ;Δονάτος,Δονάτα,Ντονάτα,Ντονατέλα,Δονατος,Δονατα,Ντονατα,Ντονατελα;30;4
ΙΑΚΩΒΟΣ;Ιάκωβος,Ιακωβίνα,Ζακελίνα,Ιακωβος,Ιακωβινα,Ζακελινα;30;4
ΜΑΛΑΜΑΤΗ;Μαλαματή,Μάλα,Μαλαματένια,Ματίνα,Μαλαματη,Μαλα,Μαλαματενια,Ματινα;30;4
ΙΕΡΕΜΙΑΣ;Ιερεμίας,Ιερεμιας;1;5
ΙΣΙΔΩΡΑ;Ισιδώρα,Δώρα,Ισιδωρα,Δωρα;1;5
ΤΑΜΑΡΑ;Τάμαρα,Ταμάρα,Ταμαρα;1;5
ΦΙΛΟΣΟΦΟΣ;Φιλόσοφος,Φιλοσοφία,Φιλοσοφή,Σοφός,Σοφία,Σόφη,Φιλοσοφος,Φιλοσοφια,Φιλοσοφη,Σοφος,Σοφια,Σοφη;1;5
ΑΥΓΕΡΙΝΟΣ;Αυγερινός,Αυγέρης,Αυγίτης,Αυγέρας,Αυγέρου,Αυγερού,Αυγερινή,Αβα,Αυγερινος,Αυγερης,Αυγιτης,Αυγερας,Αυγερου,Αυγερινη;2;5
ΕΣΠΕΡΟΣ;Εσπερος,Εσπέρα,Εσπερία,Εσπερος,Εσπερα,Εσπερια;2;5
ΜΑΤΡΩΝΑ;Ματρώνα,Ματρόνα,Ματρωνα,Ματρονα;2;5
ΜΠΟΡΙΣ,ΜΠΟΡΙΣΟΣ;ΜΙΧΑΗΛ)(Μπόρις,Μπόρισος(Μιχαήλ),Μπορις,Μπορισος(Μιχαηλ);2;5
ΜΥΡΟΦΟΡΑ;Μυροφόρα,Μυροφορα;3;5
ΡΟΔΟΠΗ;Ροδόπη,Ροδώπη,Ροδωπη,Ροδοπη;3;5
ΜΕΛΙΑ;Μελής,Μέλος,Μέλιος,Μέλας,Μέλια,Μελίτσα,Μελης,Μελος,Μελιος,Μελας,Μελια,Μελιτσα;4;5
ΕΙΡΗΝΑΙΟΣ;Ειρηναίος,Ειρηναία,Ειρηναιος,Ειρηναια;5;5
ΕΙΡΗΝΗ;Ειρήνη,Ειρήνα,Ρένα,Ρήνα,Ρηνιώ,Ρηνούλα,Ειρήνγκω,Ρένια,Ειρηνη,Ειρηνα,Ρενα,Ρηνα,Ρηνιω,Ρηνουλα,Ειρηνγκω.Ρενια;5;5
ΕΥΦΡΑΙΜ;Ευφραίμ,Ευφραίμιος,Ευφραίμης,Ευφραιμάκης,Ευφραιμία,Ευφραιμίτσα,Ευφραιμ,Ευφραιμιος,Ευφραιμης,Ευφραιμακης,Ευφραιμια,Ευφραιμιτσα;5;5
ΕΦΡΑΙΜ;Εφραίμ,Εφραιμ;5;5
ΙΩΒ;Ιώβ,Ιωβία,Ιώβη,Ιωβ,Ιωβια,Ιωβη;6;5
ΣΕΡΑΦΕΙΜ;Σεραφείμ,Σεραφειμία,Σεραφείμα,Σεραφίνα,Σεραφειμή,Σεραφειμούλα,Σεραφειμ,Σεραφειμια,Σεραφειμα,Σεραφινα,Σεραφειμη,Σεραφειμουλα;6;5
δενυπάρχειμιαγιορτήπάραπολύγνωστή;;7;5
ΘΕΟΛΟΓΟΣ;Θεολόγος,Θεολόγης,Θολόγος,Θολόγης,Θολόης,Θεολογία,Θολογία,Θεολογος,Θεολογης,Θολογος,Θολογης,Θολοης,Θεολογια,Θολογια;8;5
ΜΗΛΙΟΣ;Μήλιος,Μήλης,Μηλιώ,Μηλιά,Μηλίτσα,Μηλιος,Μηλης,Μηλιω,Μηλια,Μηλιτσα;8;5
ΗΣΑΙΑΣ;Ησαΐας,Ησαΐα,Ησαΐτσα,Σίτσα,Ησαϊας,Ησαϊα,Ησαϊτσα,Σιτσα;9;5
ΧΡΙΣΤΟΦΟΡΟΣ;Χριστόφορος,Χριστοφόρης,Χριστοφόρα,Φόρης,Φόρα,Χριστόφης,Χριστοφία,Χριστοφίνα,Χριστοφίτσα,Χριστοφορος,Χριστοφορης,Χριστοφορα,Φορης,Φορα,Χριστοφης,Χριστοφια,Χριστοφινα,Χριστοφιτσα;9;5
ΒΗΘΕΣΔΑ;Βηθεσδά,Βερσεβέ,Βηθεσδα,Βερσεβε;10;5
ΗΜΕΡΑΤΗΣΜΗΤΕΡΑΣ;Ημέρατηςμητέρας,Ημερατηςμητερας;10;5
ΣΙΜΩΝΑΣ;Σίμωνας,Σίμων,Σίμος,Σιμώνα,Σιμόνα,Σιμωνία,Σιμώνη,Σιμωνίτσα,Σιμωνας,Σιμων,Σιμος,Σιμωνα,Σιμονα,Σιμωνια,Σιμωνη,Σιμωνιτσα;10;5
ΑΡΓΥΡΗΣ;Αργύρης,Αργυρός,Αργύριος,Αργυρος,Αργυριος,Αργυρης;11;5
ΑΡΜΟΔΙΟΣ;Αρμόδιος,Αρμοδιος;11;5
ΔΙΟΣΚΟΥΡΙΔΗΣ;Διοσκουρίδης,Διοσκορίδης,Διόσκορος,Διοσκουριδης,Διοσκοριδης,Διοσκορος;11;5
ΜΕΘΟΔΙΟΣ;Μεθόδιος,Μεθοδιος;11;5
ΟΛΥΜΠΙΑ;Ολυμπία,Ολυμπια;11;5
ΕΠΙΦΑΝΕΙΟΣ;Επιφάνειος,Επιφάνιος,Επιφανία,Επιφανειος,Επιφανιος,Επιφανια;12;5
ΘΕΟΔΩΡΟΣ;Θεόδωρος-ΠολιούχοςΚυθήρων,Θεοδώρα,Δώρα,Ντόρα,Θόδωρος,Θοδώρα,Θοδωρής,Θοδωράκης,Θώδης,Θώδος,Δώρης,Θεοδωρος-ΠολιουχοςΜυτιληνης,Θεοδωρα,Δωρα,Ντορα,Θοδωρος,Θοδωρα,Θοδωρος,Θοδωρης,Θοδωρακης,Θωδης,Θωδος,Δωρης;12;5
ΓΛΥΚΕΡΙΑ;Γλυκερία,Γλυκερή,Γλυκέρω,Γλυκερίτσα,Γλυκερια,Γλυκερη,Γλυκερω,Γλυκεριτσα;13;5
